RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30
77002,1932,77002,zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Houston County,279762.85,281286.49,281970.54,280928.87,282714.04,284075.91,284603.83,284617.92,286470.05,287916.16,291125.8,292657.28,295338.93,297553.74,300663.28,303632.41,307201.66,309178.82,311248.39,313291.02,316540.6,320495.81,322618.61,324788.44,327692.77,330072.71,333656.03,334071.33,335915.36,337814.21,338165.17,339892.89,341678.87,344206.16,348109.07,350638.02,352358.8,355117.47,359076.15,360897.42,362798.73,366309.04,368996.06,372664.79,375630.85,379426.6,381283.8,384320.25,382924.37,380378.81,377453.54,377097.69,375569.37,373290.85,372063.27,372206.16,368542.83,365782.47,363672.4,364175.55,365940.99,368247.13,368460.54,368696.87,370666.98,372214.44
77007,1176,77007,zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Houston County,351976.18,353185.91,354893.37,356481.29,358738.99,361042.46,360732.1,359743.05,362263.13,365002.99,365345.41,364768.35,367794.87,371764.3,376743.26,380340.74,382959.33,384996.9,388090.11,390846.4,392782.97,398339.38,403659.4,408264.41,410402.67,414738.6,418852.34,422759.24,427726.24,431963.35,436378.03,440702.85,444679.03,445857.06,449535.77,452381.97,454264.1,460190.18,466258.7,471890.01,476026.43,481763.44,485634.97,489815.5,492127.23,496650.36,500713.53,502762.48,501176.97,499553.56,500748.84,500589.92,499105.34,497980.53,496552.64,494760.71,491669.8,489971.99,487405.37,484114.93,486793.86,489312.43,488646.9,490421.64,493848.27,497392.95
77019,4237,77019,zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Houston County,622552.38,623464.33,623931.25,627072.0,630293.8,635249.16,639886.44,642192.16,642363.87,644318.37,647315.55,649512.37,653582.42,659306.93,663584.59,667642.95,673607.91,678184.41,684106.53,690140.09,693302.11,697847.59,706440.42,709629.12,710800.04,712516.24,718278.59,724091.44,729628.69,738123.44,738109.79,744891.39,754339.83,757822.36,763021.46,767402.21,771482.46,776899.2,786441.43,797067.96,802641.2,813649.57,820245.61,831122.94,837539.3,844568.91,852251.47,867197.03,866810.13,862370.51,862290.31,858767.42,854929.37,854694.96,852210.58,850366.16,847850.74,846163.31,844703.59,837260.99,842284.32,843172.04,842896.41,846120.29,849717.94,851348.96
77024,4369,77024,zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Houston County,704545.17,704526.48,706484.48,708070.8,710804.12,714241.99,714939.32,719352.53,722365.91,721155.34,719802.61,722655.22,727957.41,733555.22,739362.08,745777.29,753863.71,757381.76,760777.92,764368.81,771146.28,780195.56,785427.54,785816.25,788085.7,792420.87,797434.37,802836.86,809352.48,815070.36,824156.78,829078.6,833566.44,841432.49,844287.54,852028.87,859107.24,865600.09,876649.33,882026.15,894534.07,901085.37,904841.95,912270.49,916623.17,921888.93,930362.1,939355.67,934784.3,934748.98,935190.67,936414.74,935092.75,936112.27,928022.02,924352.88,919175.56,916746.8,912424.94,909232.85,918003.78,921208.39,926036.79,929095.67,933023.08,936772.02
77056,913,77056,zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Houston County,453373.17,457427.31,459681.91,462333.65,462586.73,464315.13,467482.16,470566.56,472747.56,475895.67,478499.91,482136.95,486412.58,489784.83,494196.58,493805.28,498322.94,496855.26,498261.17,502922.55,507666.41,509957.37,512947.6,519160.23,522559.64,530256.3,534495.29,539425.54,546357.49,550943.11,553693.95,557941.24,562345.16,564541.56,568624.61,571907.52,578068.72,582753.29,586920.92,591429.32,596556.64,602432.99,605445.67,608397.37,615280.8,619441.93,621764.51,627566.47,626556.16,621799.25,620361.93,619869.83,618706.43,618023.34,613565.66,612334.31,609941.39,607228.15,606992.34,607865.09,613568.75,618443.2,620713.38,623853.05,627783.62,630522.97
77079,4761,77079,zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Houston County,482108.3,485228.15,487082.76,487965.43,489310.54,492198.32,494171.53,496652.59,499637.59,501074.28,504215.39,506805.31,508982.32,515256.5,518604.52,520178.33,522708.93,525289.48,529574.01,533375.53,537103.56,542398.92,547291.16,552188.4,557284.81,562773.18,563716.46,567609.87,568438.23,573047.23,577623.64,584056.4,590809.79,595895.67,599768.35,605439.45,609324.1,614196.14,620926.76,624855.17,631364.3,637698.28,640973.26,647973.76,654515.51,659951.77,663722.1,667321.05,664242.71,663331.22,659439.54,658326.76,653899.34,651537.32,649797.03,652614.15,647959.74,648877.28,647222.34,646079.03,648892.73,652354.04,654662.69,660137.07,661873.62,666769.31
77380,2855,77380,zip,TX,TX,The Woodlands,Houston-The Woodlands-Sugar Land,The Woodlands County,411565.89,411888.6,414098.42,417550.08,419123.38,420552.32,420828.26,422222.1,421893.45,422425.61,424402.71,427779.7,434807.11,437520.41,442904.49,446771.61,450143.06,454328.39,458047.41,461863.49,464992.62,466762.23,468334.81,472999.3,476390.65,479349.87,483196.9,488214.8,492384.68,495354.67,501139.85,507523.15,512336.33,517931.55,524004.76,529973.33,535189.48,540431.69,545597.66,548166.33,553704.0,555881.47,559003.41,565661.53,571612.67,578736.21,582894.42,585542.66,583363.67,581792.14,580184.63,580417.31,578047.0,576923.33,573481.48,572535.78,570823.51,567827.01,565721.79,563712.05,565510.03,570777.21,572891.74,574764.13,573446.57,574202.01
77479,839,77479,zip,TX,TX,Sugar Land,Houston-The Woodlands-Sugar Land,Sugar Land County,371187.99,371909.0,374938.24,376252.47,379211.82,380798.87,382364.59,383792.19,385331.73,388859.98,387709.41,386932.19,389397.14,392529.29,396482.18,400216.75,402957.14,407412.69,411931.13,415454.04,419977.49,423680.83,426356.6,430660.01,434248.2,437723.93,443159.97,443446.86,445108.43,447084.18,450173.62,453431.16,455008.2,457303.5,459780.93,466848.81,473107.03,476307.48,479598.41,481781.72,482878.07,486571.78,489007.77,492795.36,494372.0,497196.88,501396.14,505958.16,505073.96,501557.9,501339.25,498631.7,498082.49,496572.35,493032.2,491085.42,490150.44,489581.32,487905.5,488683.88,492115.68,493705.23,496791.07,501660.3,506617.44,506777.53
77494,1506,77494,zip,TX,TX,Katy,Houston-The Woodlands-Sugar Land,Katy County,312620.97,312878.94,312889.07,313684.25,315334.44,316498.91,317147.2,317774.31,318366.32,318799.77,322257.12,323833.77,327285.93,329424.01,331875.63,333820.2,333835.18,335125.78,335986.43,336406.63,337891.51,341937.71,344627.63,348718.94,351938.65,355580.39,357464.01,360885.61,364561.64,366847.46,370398.04,373990.37,376365.71,378108.92,379790.6,382927.49,386366.57,388538.89,391678.19,395482.01,399379.32,404433.72,409218.55,411263.06,416630.36,419299.74,423968.48,427446.7,425635.84,422050.67,420567.29,417338.12,417297.17,417944.14,415691.12,414820.62,412673.44,410657.34,410379.53,409100.94,412872.42,413926.61,416823.27,418612.38,421286.19,422406.19
77584,3397,77584,zip,TX,TX,Pearland,Houston-The Woodlands-Sugar Land,Pearland County,291116.88,292180.48,292616.36,294368.04,296119.75,297831.52,300396.11,302903.83,303774.73,305329.8,305979.91,307225.26,309130.29,313105.77,315952.25,318273.2,321959.08,322438.2,323069.44,326425.33,329095.95,331975.98,333310.79,335954.04,340660.94,344228.54,347157.62,349477.62,351859.76,352427.1,355518.92,359264.82,360440.75,362609.07,364250.82,366109.94,369097.56,369742.29,373381.6,377213.08,379946.62,380158.59,382063.46,386533.11,386404.02,389092.4,390827.75,394897.71,392913.22,392210.64,391699.34,392681.99,391264.87,390532.47,387620.99,387842.41,385794.01,383987.62,382810.03,379866.74,381646.91,384281.19,386156.02,385859.96,387260.08,389671.2
75201,2461,75201,zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,380674.77,383579.17,385807.88,388213.74,392320.46,394833.53,397586.96,402808.17,404563.85,405618.28,408166.94,410745.32,414203.73,417062.9,424123.58,428780.68,432126.52,437635.18,441868.24,445951.7,451163.45,453926.54,458946.0,466169.29,471482.94,475665.64,479698.65,483905.12,488375.49,492705.71,498987.18,501382.51,507692.91,512191.55,517892.67,521320.62,528611.75,535873.24,542774.63,545735.87,552550.67,558747.29,561643.94,567219.44,573511.94,580203.81,586314.39,592689.79,593531.91,593934.38,587044.05,584723.87,582680.87,577870.09,576299.75,576729.83,573119.67,571978.71,568691.28,565838.87,571175.97,573102.16,576762.35,576408.42,582510.83,586476.54
75204,1721,75204,zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,431914.58,434819.91,435154.96,438874.48,440642.29,442575.74,444135.83,445582.84,448739.36,451327.56,454466.66,456727.0,461997.44,466036.9,473814.68,476324.1,482889.19,489699.72,493344.81,501577.66,508091.39,514652.58,519842.37,524702.03,529619.42,535536.11,543142.63,548869.49,552857.39,559753.34,566897.73,573680.08,580699.91,586034.93,590262.02,594627.25,597656.05,604057.45,609946.8,615241.16,615938.32,619792.89,628074.89,633103.33,640119.24,643849.82,653067.25,659315.74,657911.48,660528.22,661551.59,658958.51,655808.91,653200.99,652240.59,650077.97,647356.92,648264.22,646097.31,648616.3,652035.95,658788.4,662788.54,668017.2,669905.13,671538.84
75205,2995,75205,zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,655177.68,658532.69,659283.96,659889.99,660364.18,660164.18,663681.83,669240.26,672559.52,671361.53,674334.13,677376.46,688409.56,692284.34,698395.8,708953.84,717000.42,725382.11,732885.28,740939.57,750077.45,755756.69,765305.05,769805.81,778262.2,786462.15,792872.7,800747.46,807259.45,812736.62,820001.8,825486.0,834540.25,840006.27,850200.53,855689.06,862792.23,869803.44,881959.33,891652.83,900002.98,910349.56,913698.21,922716.95,937473.54,947220.49,956885.69,968028.03,967724.86,959022.69,951305.45,949051.69,944169.17,945052.99,941324.26,933037.22,926688.8,916264.45,912872.09,909617.57,913007.36,920527.47,928439.92,932607.53,931298.07,937679.18
75225,2125,75225,zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,593932.99,597453.93,602200.36,603106.98,609757.0,611050.73,615479.43,615441.24,616800.88,622690.77,625316.85,630019.09,636767.14,642934.31,651994.25,658051.29,661116.35,666134.41,673897.26,681435.83,685046.64,690408.48,696107.69,702305.54,706429.66,712162.26,717727.22,726565.74,735595.04,742629.22,749182.09,756988.39,762703.86,767706.82,773218.45,779478.09,784552.16,792779.11,802442.42,806646.17,814773.45,822383.59,831449.98,839732.2,844467.62,849714.16,858286.3,869518.13,861133.75,859443.5,859932.41,856957.83,855801.46,851429.0,848569.81,841897.73,833450.94,833307.84,828345.5,824728.46,825421.79,826057.44,829756.93,832089.6,837193.56,842516.12
75230,3263,75230,zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,482743.59,487442.28,488318.32,490679.43,494800.19,499151.27,499518.01,501547.51,506098.74,509400.65,512246.05,514472.76,519025.12,524664.15,529513.56,534741.05,540214.55,544517.79,550832.23,561156.33,563776.39,569962.17,574361.95,581100.48,586992.65,594204.19,602241.7,608611.77,616764.83,618594.84,627732.32,634715.96,643115.49,647193.09,652052.01,658858.01,665412.91,672632.11,681546.87,684753.1,693601.11,700554.35,707131.62,711082.12,719266.06,721249.57,729865.02,733896.57,731812.58,729355.51,729726.47,727146.18,723450.52,720180.67,720770.24,719767.57,716775.58,714116.81,708617.02,707317.01,707119.35,712249.78,716085.86,724794.07,726025.93,729432.45
75254,2017,75254,zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,404157.95,407623.26,408810.0,411128.73,413186.84,415602.28,416809.17,418781.53,418867.73,421131.87,423806.08,425635.97,427830.05,433377.12,438184.83,441612.29,445656.66,448106.88,451209.47,454993.57,461220.27,464947.62,470490.09,474435.18,479532.43,484124.35,490233.59,494349.38,496960.74,499870.02,504071.12,507222.98,512919.42,517331.91,526190.61,528709.4,534319.49,537854.62,542437.03,548091.54,549748.9,555636.98,564365.32,569241.26,575377.35,582900.28,588442.57,593301.42,587470.92,586838.2,584878.45,581346.92,579823.67,577068.9,574422.88,573744.42,569719.51,569800.38,565701.78,562880.0,568941.56,573710.47,576747.01,578003.4,579975.65,583003.02
75034,187,75034,zip,TX,TX,Frisco,Dallas-Fort Worth-Arlington,Frisco County,522458.24,525022.21,527309.66,527665.1,529485.79,533586.06,534063.62,536430.24,537793.17,540661.78,542734.73,547853.91,554165.05,557525.83,564223.77,568554.78,573256.16,579528.42,584468.76,591878.98,596422.53,601279.29,606108.1,611140.66,619267.35,626628.2,636108.98,646797.48,651265.46,657915.7,662173.33,667250.34,672661.57,677254.86,681890.23,688413.97,692785.29,701463.38,706546.71,719567.45,725788.72,733203.41,737686.2,748838.75,758842.11,767106.47,771678.11,779882.59,774919.19,775994.05,775549.86,773445.27,765471.72,760916.97,760204.21,760689.72,760938.85,755021.76,753439.73,753474.8,753493.63,757243.23,761651.54,764772.57,764346.98,767421.88
75070,3154,75070,zip,TX,TX,McKinney,Dallas-Fort Worth-Arlington,McKinney County,441767.96,443780.56,445249.29,446883.78,449064.97,451906.36,453753.18,455464.31,457867.82,457518.58,460460.93,462762.46,467445.19,473466.91,475427.8,477366.83,482532.62,487347.64,492469.92,496711.87,502668.97,509102.08,514932.29,519678.69,521589.51,528009.08,535224.42,541611.62,545598.46,552157.31,559104.33,567309.99,571492.01,576818.68,583879.99,589819.35,593740.48,600416.41,607462.89,613697.82,620239.07,625960.09,634995.72,639629.87,644899.16,651369.41,659600.67,663233.68,658636.88,652634.6,650740.71,646605.3,643919.53,643265.39,640097.55,638621.39,636132.03,635506.3,634505.62,631285.0,634122.02,639278.21,643229.03,643749.48,648234.39,649366.31
75025,1913,75025,zip,TX,TX,Plano,Dallas-Fort Worth-Arlington,Plano County,463713.26,466435.09,468987.29,471038.12,474352.14,476196.27,478913.78,482561.09,484160.58,485686.38,486374.55,487253.22,489453.08,495419.26,503061.97,510243.67,512857.01,519100.82,526506.48,531050.0,536522.13,538655.51,544473.1,548180.59,553990.71,556935.94,563412.31,570778.1,575144.82,578934.58,580979.34,586324.79,591165.03,594325.95,601076.93,606276.3,610382.49,615470.81,623603.59,630967.6,637031.15,644584.63,648785.56,655336.42,662179.42,667867.87,675419.03,680591.86,679591.03,678677.37,670701.9,671084.82,662935.91,659721.89,659772.06,657164.74,652302.66,648205.41,648257.74,642576.07,647965.34,651098.05,652024.45,654143.95,655418.44,660398.75
75093,359,75093,zip,TX,TX,Plano,Dallas-Fort Worth-Arlington,Plano County,503598.64,503519.33,505427.28,506645.58,511144.87,511630.3,516650.77,519182.42,519968.56,521511.92,522865.32,523480.28,528864.01,532204.45,534045.29,538777.45,541251.21,545442.4,549409.23,553467.36,562324.44,568042.85,574141.42,576823.12,581459.69,587649.86,591720.16,599249.32,603079.67,608592.36,613608.28,620046.85,625055.92,630798.51,636659.64,641623.57,648973.55,655927.41,662312.31,668080.14,676357.41,682642.46,688840.79,695945.54,706447.19,710670.99,719419.05,722527.29,720830.66,722074.27,720966.62,719172.76,715806.06,713725.32,711044.43,707234.7,704497.97,702803.75,699077.73,695289.54,695928.7,700224.09,704870.76,708884.98,714481.99,718242.74
76102,4519,76102,zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Fort Worth County,261536.99,262772.85,263668.26,266738.01,267710.04,268513.81,270205.99,271761.17,271974.68,274250.57,275544.33,276003.71,279748.08,283070.65,284827.5,289194.34,292657.85,295575.47,299941.32,303084.07,306089.38,308543.94,312167.96,315735.98,318907.24,321340.52,324679.18,327857.98,329824.99,331666.92,335545.92,336282.22,339852.27,342763.36,347536.25,350497.12,354695.53,357820.13,361520.44,365934.79,369086.34,373880.65,376504.88,380602.68,385462.18,390080.06,396223.56,399278.32,396428.49,394056.66,393655.24,393062.31,392003.7,389507.08,389234.66,386636.86,386821.23,388976.72,388237.41,387751.85,389117.29,388949.72,390191.19,390862.83,391120.4,395096.95
76107,1424,76107,zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Fort Worth County,341978.32,344077.75,345479.15,347027.38,349766.69,351481.59,353798.59,355359.54,356771.58,357049.6,356716.38,358220.05,361862.97,364085.39,367688.59,371424.77,372736.63,375440.69,379653.81,383891.19,386401.45,390449.14,395551.22,400428.85,404318.67,407794.23,411102.24,415790.23,420191.5,425186.82,429606.9,434958.21,439431.23,444859.99,450470.77,453888.23,455965.03,462636.01,467618.59,469889.6,473582.25,479414.71,483806.61,487901.46,494830.95,498224.57,502013.84,507352.34,506424.57,505659.38,505524.73,504309.32,503536.79,501634.62,500224.07,498884.77,497710.04,497370.41,496706.64,495282.41,496556.59,499140.18,501593.92,504392.59,510253.42,512002.91
76109,2756,76109,zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Fort Worth County,383118.05,385146.28,389773.24,391280.06,393616.89,394641.71,396198.73,398475.61,401479.68,403871.41,407416.33,409337.34,413022.81,420503.46,425205.83,428540.1,431932.94,435030.75,440603.37,444527.76,449142.89,453548.74,459079.53,462504.16,465636.83,470606.52,476161.04,481397.66,485042.63,490878.88,494692.24,498865.16,502441.09,509426.77,515489.08,521579.57,528746.93,538495.94,541119.66,545332.21,549777.47,553871.96,557620.15,562695.08,566268.3,572500.15,578313.94,584931.64,584067.8,583372.19,580968.57,582922.61,581583.81,576589.49,573125.84,568413.88,566738.2,564830.89,562342.65,564048.11,567797.31,571873.13,573135.13,574282.87,577217.69,580403.37
76132,2067,76132,zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Fort Worth County,369789.49,371438.41,373311.29,374936.89,375896.67,377167.72,378853.44,380850.91,383446.17,386606.75,388198.39,389608.15,394015.77,398677.98,402145.44,407120.45,412388.09,418110.0,424521.7,427663.48,431957.94,436292.14,440526.69,444073.91,446535.55,451125.06,454596.43,459259.67,462758.25,465859.21,470845.25,475766.89,481351.36,489321.38,494621.65,500287.66,503673.27,506765.46,514239.48,517957.21,521514.62,526668.6,531792.78,535670.87,540537.48,547936.42,552090.89,555303.5,555207.86,554362.22,551667.16,547393.67,544528.68,542805.73,543075.51,539757.46,538001.33,537477.01,532024.95,532078.87,532851.8,536046.77,539123.7,543573.5,547189.77,546023.23
